Latitude,Longitude,Date,MODIS_Tile,MOD13A2_006_Line_Y_1km,MOD13A2_006_Sample_X_1km,MOD13A2_006__1_km_16_days_NDVI,MOD13A2_006__1_km_16_days_VI_Quality,MOD13A2_006__1_km_16_days_VI_Quality_bitmask,MOD13A2_006__1_km_16_days_VI_Quality_MODLAND,MOD13A2_006__1_km_16_days_VI_Quality_MODLAND_Description,MOD13A2_006__1_km_16_days_VI_Quality_VI_Usefulness,MOD13A2_006__1_km_16_days_VI_Quality_VI_Usefulness_Description,MOD13A2_006__1_km_16_days_VI_Quality_Aerosol_Quantity,MOD13A2_006__1_km_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A2_006__1_km_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A2_006__1_km_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A2_006__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A2_006__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A2_006__1_km_16_days_VI_Quality_Mixed_Clouds,MOD13A2_006__1_km_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A2_006__1_km_16_days_VI_Quality_Land/Water_Mask,MOD13A2_006__1_km_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A2_006__1_km_16_days_VI_Quality_Possible_snow/ice,MOD13A2_006__1_km_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A2_006__1_km_16_days_VI_Quality_Possible_shadow,MOD13A2_006__1_km_16_days_VI_Quality_Possible_shadow_Description
43.0444,-78.7833,2008-01-01,h12v04,834.0,290.0,0.044499997049570084,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-01-17,h12v04,834.0,290.0,0.3296000063419342,35294.0,0b1000100111011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2008-02-02,h12v04,834.0,290.0,0.0722000002861023,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-02-18,h12v04,834.0,290.0,0.07539999485015869,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2008-03-05,h12v04,834.0,290.0,0.042899999767541885,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2008-03-21,h12v04,834.0,290.0,0.3813999891281128,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-04-06,h12v04,834.0,290.0,0.4007999897003174,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-04-22,h12v04,834.0,290.0,0.5676000118255615,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-05-08,h12v04,834.0,290.0,0.7063999772071838,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-05-24,h12v04,834.0,290.0,0.7670999765396118,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-06-09,h12v04,834.0,290.0,0.8537999987602234,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-06-25,h12v04,834.0,290.0,0.8685999512672424,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-07-11,h12v04,834.0,290.0,0.8901999592781067,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-07-27,h12v04,834.0,290.0,0.8352999687194824,2253.0,0b0000100011001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-08-12,h12v04,834.0,290.0,0.8675000071525574,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-08-28,h12v04,834.0,290.0,0.8603999614715576,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-09-13,h12v04,834.0,290.0,0.8341999650001526,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-09-29,h12v04,834.0,290.0,0.7130999565124512,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-10-15,h12v04,834.0,290.0,0.5977999567985535,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-10-31,h12v04,834.0,290.0,0.4952999949455261,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-11-16,h12v04,834.0,290.0,0.4544000029563904,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2008-12-02,h12v04,834.0,290.0,0.22679999470710754,35294.0,0b1000100111011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2008-12-18,h12v04,834.0,290.0,0.08249999582767487,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2009-01-01,h12v04,834.0,290.0,0.09399999678134918,18709.0,0b0100100100010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2009-01-17,h12v04,834.0,290.0,0.07809999585151672,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2009-02-02,h12v04,834.0,290.0,0.27649998664855957,35289.0,0b1000100111011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2009-02-18,h12v04,834.0,290.0,0.31630000472068787,3290.0,0b0000110011011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality (0110),0b11,High,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-03-06,h12v04,834.0,290.0,0.40779998898506165,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-03-22,h12v04,834.0,290.0,0.39499998092651367,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-04-07,h12v04,834.0,290.0,0.4262999892234802,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-04-23,h12v04,834.0,290.0,0.5600000023841858,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-05-09,h12v04,834.0,290.0,0.7283999919891357,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-05-25,h12v04,834.0,290.0,0.852400004863739,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-06-10,h12v04,834.0,290.0,0.8593999743461609,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-06-26,h12v04,834.0,290.0,0.861299991607666,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-07-12,h12v04,834.0,290.0,0.8884999752044678,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-07-28,h12v04,834.0,290.0,0.8737999796867371,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-08-13,h12v04,834.0,290.0,0.8728999495506287,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-08-29,h12v04,834.0,290.0,0.8560000061988831,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-09-14,h12v04,834.0,290.0,0.8341000080108643,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-09-30,h12v04,834.0,290.0,0.6958999633789062,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-10-16,h12v04,834.0,290.0,0.5192999839782715,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-11-01,h12v04,834.0,290.0,0.4666000008583069,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-11-17,h12v04,834.0,290.0,0.4860000014305115,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-12-03,h12v04,834.0,290.0,0.3660999834537506,2517.0,0b0000100111010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2009-12-19,h12v04,834.0,290.0,0.19689999520778656,3102.0,0b0000110000011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-01-01,h12v04,834.0,290.0,0.09009999781847,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2010-01-17,h12v04,834.0,290.0,0.024899998679757118,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-02-02,h12v04,834.0,290.0,0.1582999974489212,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-02-18,h12v04,834.0,290.0,0.053999997675418854,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2010-03-06,h12v04,834.0,290.0,0.41259998083114624,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-03-22,h12v04,834.0,290.0,0.4048999845981598,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-04-07,h12v04,834.0,290.0,0.4503999948501587,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-04-23,h12v04,834.0,290.0,0.5949000120162964,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-05-09,h12v04,834.0,290.0,0.785099983215332,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-05-25,h12v04,834.0,290.0,0.8532999753952026,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-06-10,h12v04,834.0,290.0,0.8941999673843384,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-06-26,h12v04,834.0,290.0,0.8777999877929688,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-07-12,h12v04,834.0,290.0,0.8766999840736389,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-07-28,h12v04,834.0,290.0,0.8791999816894531,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-08-13,h12v04,834.0,290.0,0.8604999780654907,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-08-29,h12v04,834.0,290.0,0.814300000667572,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-09-14,h12v04,834.0,290.0,0.8238999843597412,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-09-30,h12v04,834.0,290.0,0.7662999629974365,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-10-16,h12v04,834.0,290.0,0.5773000121116638,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-11-01,h12v04,834.0,290.0,0.4754999876022339,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-11-17,h12v04,834.0,290.0,0.4585999846458435,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-12-03,h12v04,834.0,290.0,0.1216999962925911,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2010-12-19,h12v04,834.0,290.0,0.03759999945759773,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-01-01,h12v04,834.0,290.0,0.09919999539852142,18709.0,0b0100100100010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2011-01-17,h12v04,834.0,290.0,-0.0010999999940395355,51485.0,0b1100100100011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality (0111),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b1,Yes
43.0444,-78.7833,2011-02-02,h12v04,834.0,290.0,0.10569999366998672,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2011-02-18,h12v04,834.0,290.0,0.09519999474287033,18445.0,0b0100100000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
43.0444,-78.7833,2011-03-06,h12v04,834.0,290.0,0.3840999901294708,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-03-22,h12v04,834.0,290.0,0.4123999774456024,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-04-07,h12v04,834.0,290.0,0.39100000262260437,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
