Latitude,Longitude,Date,MODIS_Tile,MYD13A2_006_Line_Y_1km,MYD13A2_006_Sample_X_1km,MYD13A2_006__1_km_16_days_NDVI,MYD13A2_006__1_km_16_days_VI_Quality,MYD13A2_006__1_km_16_days_VI_Quality_bitmask,MYD13A2_006__1_km_16_days_VI_Quality_MODLAND,MYD13A2_006__1_km_16_days_VI_Quality_MODLAND_Description,MYD13A2_006__1_km_16_days_VI_Quality_VI_Usefulness,MYD13A2_006__1_km_16_days_VI_Quality_VI_Usefulness_Description,MYD13A2_006__1_km_16_days_VI_Quality_Aerosol_Quantity,MYD13A2_006__1_km_16_days_VI_Quality_Aerosol_Quantity_Description,MYD13A2_006__1_km_16_days_VI_Quality_Adjacent_cloud_detected,MYD13A2_006__1_km_16_days_VI_Quality_Adjacent_cloud_detected_Description,MYD13A2_006__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction,MYD13A2_006__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MYD13A2_006__1_km_16_days_VI_Quality_Mixed_Clouds,MYD13A2_006__1_km_16_days_VI_Quality_Mixed_Clouds_Description,MYD13A2_006__1_km_16_days_VI_Quality_Land/Water_Mask,MYD13A2_006__1_km_16_days_VI_Quality_Land/Water_Mask_Description,MYD13A2_006__1_km_16_days_VI_Quality_Possible_snow/ice,MYD13A2_006__1_km_16_days_VI_Quality_Possible_snow/ice_Description,MYD13A2_006__1_km_16_days_VI_Quality_Possible_shadow,MYD13A2_006__1_km_16_days_VI_Quality_Possible_shadow_Description
43.0444,-78.7833,2011-05-17,h12v04,834.0,290.0,0.8845999836921692,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-06-02,h12v04,834.0,290.0,0.8593999743461609,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-06-18,h12v04,834.0,290.0,0.8172000050544739,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-07-04,h12v04,834.0,290.0,0.9063999652862549,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-07-20,h12v04,834.0,290.0,0.8460999727249146,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-08-05,h12v04,834.0,290.0,0.8687999844551086,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-08-21,h12v04,834.0,290.0,0.8657999634742737,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-09-06,h12v04,834.0,290.0,0.8306999802589417,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-09-22,h12v04,834.0,290.0,0.7854999899864197,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-10-08,h12v04,834.0,290.0,0.6933000087738037,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-10-24,h12v04,834.0,290.0,0.5297999978065491,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-11-09,h12v04,834.0,290.0,0.46799999475479126,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-11-25,h12v04,834.0,290.0,0.45159998536109924,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-12-11,h12v04,834.0,290.0,0.49570000171661377,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2011-12-27,h12v04,834.0,290.0,0.48819997906684875,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-01-09,h12v04,834.0,290.0,0.41909998655319214,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-01-25,h12v04,834.0,290.0,0.44769999384880066,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-02-10,h12v04,834.0,290.0,0.43059998750686646,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-02-26,h12v04,834.0,290.0,0.4188999831676483,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-03-13,h12v04,834.0,290.0,0.43779999017715454,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-03-29,h12v04,834.0,290.0,0.4796999990940094,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-04-14,h12v04,834.0,290.0,0.5478999614715576,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-04-30,h12v04,834.0,290.0,0.6751999855041504,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-05-16,h12v04,834.0,290.0,0.8222000002861023,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-06-01,h12v04,834.0,290.0,0.8815999627113342,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-06-17,h12v04,834.0,290.0,0.878600001335144,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-07-03,h12v04,834.0,290.0,0.8920999765396118,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-07-19,h12v04,834.0,290.0,0.8471999764442444,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-08-04,h12v04,834.0,290.0,0.8513000011444092,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-08-20,h12v04,834.0,290.0,0.8073999881744385,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-09-05,h12v04,834.0,290.0,0.8294999599456787,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-09-21,h12v04,834.0,290.0,0.7152000069618225,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-10-07,h12v04,834.0,290.0,0.6908000111579895,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-10-23,h12v04,834.0,290.0,0.4721999764442444,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-11-08,h12v04,834.0,290.0,0.45719999074935913,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-11-24,h12v04,834.0,290.0,0.47039997577667236,35293.0,0b1000100111011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2012-12-10,h12v04,834.0,290.0,0.4851999878883362,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2012-12-26,h12v04,834.0,290.0,0.296999990940094,3294.0,0b0000110011011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b11,High,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-01-09,h12v04,834.0,290.0,0.296999990940094,3294.0,0b0000110011011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b11,High,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-01-25,h12v04,834.0,290.0,0.12029999494552612,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-02-10,h12v04,834.0,290.0,0.0543999969959259,51225.0,0b1100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b1,Yes
43.0444,-78.7833,2013-02-26,h12v04,834.0,290.0,0.3577999770641327,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-03-14,h12v04,834.0,290.0,0.4213999807834625,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-03-30,h12v04,834.0,290.0,0.43619999289512634,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-04-15,h12v04,834.0,290.0,0.4648999869823456,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-05-01,h12v04,834.0,290.0,0.568399965763092,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-05-17,h12v04,834.0,290.0,0.8387999534606934,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-06-02,h12v04,834.0,290.0,0.8484999537467957,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-06-18,h12v04,834.0,290.0,0.8815999627113342,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-07-04,h12v04,834.0,290.0,0.8529999852180481,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-07-20,h12v04,834.0,290.0,0.8743000030517578,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-08-05,h12v04,834.0,290.0,0.8756999969482422,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-08-21,h12v04,834.0,290.0,0.8768999576568604,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-09-06,h12v04,834.0,290.0,0.8104000091552734,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-09-22,h12v04,834.0,290.0,0.770799994468689,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-10-08,h12v04,834.0,290.0,0.7382000088691711,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-10-24,h12v04,834.0,290.0,0.5708999633789062,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-11-09,h12v04,834.0,290.0,0.491599977016449,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-11-25,h12v04,834.0,290.0,0.4122999906539917,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-12-11,h12v04,834.0,290.0,0.06069999933242798,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2013-12-27,h12v04,834.0,290.0,0.4145999848842621,35293.0,0b1000100111011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2014-01-09,h12v04,834.0,290.0,0.4145999848842621,35293.0,0b1000100111011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2014-01-25,h12v04,834.0,290.0,0.9460999965667725,35294.0,0b1000100111011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
43.0444,-78.7833,2014-02-10,h12v04,834.0,290.0,0.08760000020265579,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-02-26,h12v04,834.0,290.0,0.09549999982118607,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-03-14,h12v04,834.0,290.0,0.08209999650716782,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-03-30,h12v04,834.0,290.0,0.42549997568130493,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-04-15,h12v04,834.0,290.0,0.44769999384880066,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-05-01,h12v04,834.0,290.0,0.6234999895095825,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-05-17,h12v04,834.0,290.0,0.7894999980926514,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-06-02,h12v04,834.0,290.0,0.8729999661445618,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-06-18,h12v04,834.0,290.0,0.8791999816894531,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-07-04,h12v04,834.0,290.0,0.8912000060081482,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-07-20,h12v04,834.0,290.0,0.8834999799728394,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-08-05,h12v04,834.0,290.0,0.8643999695777893,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-08-21,h12v04,834.0,290.0,0.8866999745368958,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-09-06,h12v04,834.0,290.0,0.8571999669075012,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-09-22,h12v04,834.0,290.0,0.7851999998092651,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-10-08,h12v04,834.0,290.0,0.7107999920845032,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-10-24,h12v04,834.0,290.0,0.5008999705314636,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-11-09,h12v04,834.0,290.0,0.4974999725818634,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-11-25,h12v04,834.0,290.0,0.09829999506473541,2325.0,0b0000100100010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-12-11,h12v04,834.0,290.0,0.44449999928474426,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2014-12-27,h12v04,834.0,290.0,0.11379999667406082,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
43.0444,-78.7833,2015-01-09,h12v04,834.0,290.0,0.11379999667406082,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
